,id,studentID,task_id,query,score,content,time_stamp,target,SessionID,state,QueryOrder,QueryLength,session_end,QueryDwellTime,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HoverCount,CLICK_count,ScrollDist,OVER_count,SEARCH_END_count,GOTO_PAGE_count,ActionCount,segment_start_time,session_start_time,segment_first_click_time,segment_last_click_time,session_first_click_time,session_last_click_time,TimeFirstClick,TimeLastClick,ClickCount,TotalContent,AvgContent,SERPtime,QueryRelDocCount,QueryKeyDocCount,TaskRelDocCount,TaskKeyDocCount,QueryNDCG@3,QueryNDCG@5,QueryNDCG@10,TaskNDCG@3,TaskNDCG@5,TaskNDCG@10,query_DCG3,query_DCG5,query_DCG10,task_DCG3,task_DCG5,task_DCG10,QueryPrecision@3,QueryPrecision@5,QueryPrecision@10,TaskPrecision@3,TaskPrecision@5,TaskPrecision@10,Clicks@3,Clicks@5,Clicks@10,AvgClickRank,last_query,NewTerm,QuerySim,AveQueryRelScore,AveTaskRelScore,click_precision_query,click_precision_task,ClickDepth,Query_Cost-Benefit-1,Task_Cost-Benefit-1,Query_Cost-Benefit-2,Task_Cost-Benefit-2,Query_Cost-Benefit-3,Task_Cost-Benefit-3
714,842,2015011907,8, 谷歌眼镜 使用方式,3,TIMESTAMP=1513341383658 USER=2015011907 TASK=8 QUERY= 谷歌眼镜 使用方式 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,243,3,2,10,1,87.031,1,3,88,3,0,26,3,81,1,0,0,206,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,224.928,324.743,3,70.898,23.63266667,16.133,3,2,3,2,1,0.976689141,0.99453742,1,0.976689141,0.99453742,14.91650828,16.20853795,17.80363817,14.91650828,16.20853795,17.80363817,1,0.8,0.9,1,0.8,0.9,1,1,1,2.666666667, 谷歌眼镜,0.444444444,0.555555556,2.333333333,2.333333333,1,1,6,1,1,0.5,0.5,8.0665,8.0665
725,853,2015011907,10,iphone6 买,5,TIMESTAMP=1513342233402 USER=2015011907 TASK=10 QUERY= iphone6 买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,250,2,1,10,0,64.004,1,3,84,3,1,24,2,48,0,0,0,166,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68.682,213.69,2,47.625,23.8125,16.379,2,2,2,2,1,0.990818311,0.990818311,1,1,1,14.91650828,18.9165076,18.9165076,6.392789261,8.071671742,8.071671742,1,1,1,1,1,1,1,1,0,1,,1,0,3,2,1,1,2,1,1,1,1,16.379,16.379
726,854,2015011907,10,iphone6 香港买,3,TIMESTAMP=1513342378410 USER=2015011907 TASK=10 QUERY= iphone6 香港买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,250,3,2,12,1,125.19,1,6,139,6,0,30,6,46,1,0,0,235,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68.682,213.69,6,106.685,17.78083333,18.505,6,5,6,5,0.865920364,0.886061309,0.955802882,0.545096051,0.716254544,0.84636682,12.91650828,16.9165076,20.52671663,8.130929754,11.26957596,14.16737062,1,1,1,1,1,1,2,4,1,3.166666667,iphone6 买,0.181818182,0.818181818,2.666666667,2.5,1,1,6,1,1,1,1,18.505,18.505
658,784,2015011907,11, 清华大学游泳馆,1,TIMESTAMP=1513336786752 USER=2015011907 TASK=11 QUERY= 清华大学游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,225,2,1,8,0,16.986,1,0,36,0,1,0,0,0,0,0,0,38,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,267.603,267.603,0,0,0,16.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,29,0,0,0,0,0,0
659,785,2015011907,11, 清华大学 游泳,1,TIMESTAMP=1513336818746 USER=2015011907 TASK=11 QUERY= 清华大学 游泳 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,225,1,2,8,0,26.966,1,0,105,0,1,14,0,65,0,0,0,186,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,267.603,267.603,0,0,0,26.966,0,0,0,0,0.629690883,0.619906266,0.884753757,0.530721274,0.660839795,0.767832927,9.392789261,12.79437797,20.89204003,1.130929754,1.948459119,2.263923996,1,1,1,0.666666667,0.8,0.5,0,0,0,, 清华大学游泳馆,0,0.875,0,0,0,0,29,0,0,0,0,0,0
660,786,2015011907,11, 清华大学 游泳馆,3,TIMESTAMP=1513337033001 USER=2015011907 TASK=11 QUERY= 清华大学 游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,225,2,3,9,1,201.337,1,5,204,5,0,32,4,83,1,0,0,335,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,267.603,267.603,4,175.109,43.77725,26.228,4,3,4,3,0.319817838,0.498073404,0.698050845,0.232260913,0.420588,0.637094722,4.130929754,7.269575962,11.30178591,3,6.138646209,9.525584142,1,1,1,0.333333333,0.6,0.6,1,2,1,3.5, 清华大学 游泳,0.125,0.875,2,2.25,1,1,7,1,1,0.571428571,0.571428571,14.98742857,14.98742857
683,811,2015011907,12, 辽宁号,3,TIMESTAMP=1513338930738 USER=2015011907 TASK=12 QUERY= 辽宁号 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,236,1,1,4,0,715.712,1,6,218,6,1,42,5,90,0,0,0,369,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,735.767,1100.437,5,687.945,137.589,27.767,4,2,4,2,0.590788903,0.756773775,0.870552241,0.349370093,0.603870076,0.715802316,7.630929754,11.63092908,14.51657332,3.630929754,6.769575962,8.743757222,0.666666667,0.8,0.9,0.666666667,0.8,0.8,2,3,1,3.2,,1,0,1.75,1.5,0.8,0.8,7,0.8,0.8,0.571428571,0.571428571,15.86685714,15.86685714
684,812,2015011907,12, 辽宁号 航母,2,TIMESTAMP=1513339012107 USER=2015011907 TASK=12 QUERY= 辽宁号 航母 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,236,2,2,7,0,69.7,2,3,161,3,2,34,3,23,0,0,0,231,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,735.767,1100.437,6,54.76,9.126666667,14.94,4,2,4,2,1,1,1,1,1,1,9.392789261,9.392789261,9.392789261,5.392789261,5.392789261,5.392789261,1,0.75,0.75,1,0.75,0.75,3,3,0,2, 辽宁号,0.333333333,0.666666667,2,1.5,0.666666667,0.666666667,3,0.666666667,0.666666667,1.333333333,1.333333333,19.92,19.92
686,814,2015011907,12, 辽宁号 航母,2,TIMESTAMP=1513339040931 USER=2015011907 TASK=12 QUERY= 辽宁号 航母 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,236,2,3,7,0,69.7,2,3,161,3,2,34,3,23,0,0,0,231,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,735.767,1100.437,6,54.76,9.126666667,14.94,4,2,4,2,1,1,1,1,1,1,9.392789261,9.392789261,9.392789261,5.392789261,5.392789261,5.392789261,1,0.75,0.75,1,0.75,0.75,3,3,0,2, 辽宁号 航母,0,1,2,1.5,0.666666667,0.666666667,3,0.666666667,0.666666667,1.333333333,1.333333333,19.92,19.92
690,818,2015011907,12,航母 作用 意义,2,TIMESTAMP=1513339248860 USER=2015011907 TASK=12 QUERY=航母 作用 意义 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,236,3,4,8,0,180.195,1,3,93,3,1,14,3,23,0,0,0,141,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,735.767,1100.437,3,155.698,51.89933333,24.497,3,2,2,2,0.798880546,0.771177998,0.943522971,0.883869544,0.902401549,0.964011418,11.91650828,15.9165076,22.2797807,11.41650828,13.86909637,16.76179301,1,1,1,0.666666667,0.8,0.9,2,2,0,1, 辽宁号 航母,0.4,0.3,2.333333333,2,1,0.666666667,2,1,0.666666667,1.5,1,36.7455,24.497
691,819,2015011907,12,辽宁舰 优劣势,2,TIMESTAMP=1513339295408 USER=2015011907 TASK=12 QUERY=辽宁舰 优劣势 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=2,1.51E+12,0,236,4,5,7,1,36.251,1,2,66,2,0,8,2,53,1,0,0,135,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,735.767,1100.437,2,24.016,12.008,12.235,2,0,2,0,0.576666646,0.53049356,0.69631525,0.394809365,0.329583354,0.633022823,5.416508275,5.416508275,7.589738147,1.630929754,1.630929754,3.132487562,0.666666667,0.4,0.7,0.666666667,0.4,0.5,0,0,1,4,航母 作用 意义,0.461538462,0.076923077,1,1,1,1,8,1,1,0.25,0.25,3.05875,3.05875
154,243,2015011938,1,新员工 10人破冰游戏,4,TIMESTAMP=1513148688998 USER=2015011938 TASK=1 QUERY=新员工 10人破冰游戏 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,83,2,1,11,1,1313.623,1,5,316,5,0,26,4,45,1,0,0,403,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1333.523,1333.523,4,-41.639,-10.40975,1355.262,3,3,3,3,0.690318783,0.739737464,0.861276921,0.690318783,0.739737464,0.861276921,8.916508275,11.36909637,17.35851701,8.916508275,11.36909637,17.35851701,1,1,1,1,1,1,2,2,1,2.5,,1,0,2.333333333,2.333333333,0.75,0.75,7,0.75,0.75,0.428571429,0.428571429,580.8265714,580.8265714
189,281,2015011938,2,5月份北京周边旅游,4,TIMESTAMP=1513152104288 USER=2015011938 TASK=2 QUERY= 5月份北京周边旅游 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,96,1,1,10,1,165.449,1,5,263,5,0,50,4,38,1,0,0,367,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,178.47,178.47,4,-37.146,-9.2865,202.595,3,3,3,3,1,0.85393165,0.968158647,0.804612906,0.751725892,0.917819796,14.91650828,17.62447793,24.9605457,10.39278926,11.55334768,16.29422262,1,0.8,0.8,1,0.8,0.8,1,2,1,3.5,,1,0,2.25,2,0.75,0.75,6,0.75,0.75,0.5,0.5,101.2975,101.2975
165,254,2015011938,3, 清华大学死飞自行车,1,TIMESTAMP=1513149867161 USER=2015011938 TASK=3 QUERY= 清华大学死飞自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,88,2,1,10,0,210.16,2,4,423,3,1,70,2,85,0,0,1,591,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,214.945,755.279,2,111.616,55.808,98.544,1,0,1,0,0,0.254418804,0.468949669,0,0.280943635,0.447865021,0,1.160558422,2.139163768,0,1.160558422,1.850098942,0,0.2,0.4,0,0.2,0.3,0,1,0,4,,1,0,1,1,0.5,0.5,13,0.5,0.5,0.076923077,0.076923077,7.580307692,7.580307692
166,255,2015011938,3, 清华大学二手死飞自行车购买,1,TIMESTAMP=1513149894969 USER=2015011938 TASK=3 QUERY= 清华大学二手死飞自行车购买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,88,3,2,14,0,22.626,1,2,145,2,1,32,1,21,0,0,0,205,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,214.945,755.279,1,-18.78,-18.78,41.406,1,0,1,0,0.530721274,0.617471126,0.807825777,0.262670777,0.324288697,0.656964435,3.392789261,4.98402424,7.332373766,3.392789261,4.98402424,10.75720251,1,1,1,1,1,1,0,0,0,0, 清华大学死飞自行车,0.285714286,0.714285714,1,1,1,1,0,1,1,0,0,0,0
168,257,2015011938,3,北京海淀区二手死飞自行车购买,1,TIMESTAMP=1513150036409 USER=2015011938 TASK=3 QUERY=北京海淀区二手死飞自行车购买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,88,3,3,14,0,135.087,1,3,160,3,1,22,1,0,0,0,0,191,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,214.945,755.279,1,-22.144,-22.144,157.231,1,1,1,1,1,1,1,1,1,1,6.392789261,8.071671742,8.071671742,6.392789261,8.071671742,8.071671742,1,1,1,1,1,1,1,1,0,2, 清华大学二手死飞自行车购买,0.263157895,0.473684211,2,2,1,1,2,1,1,0.5,0.5,78.6155,78.6155
169,258,2015011938,3,北京海淀区死飞自行车购买,4,TIMESTAMP=1513150117575 USER=2015011938 TASK=3 QUERY=北京海淀区死飞自行车购买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,88,3,4,12,0,71.58,1,3,144,3,1,30,1,50,0,0,0,233,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,214.945,755.279,1,-27.27,-27.27,98.85,1,1,1,1,1,1,1,0.597761092,0.766780075,0.860964721,6.392789261,8.845377357,11.53049379,8.916508275,14.63921383,18.74915901,1,1,0.9,1,1,0.9,0,0,0,0,北京海淀区二手死飞自行车购买,0,0.857142857,3,3,1,1,0,1,1,0,0,0,0
170,259,2015011938,3,死飞自行车购买,3,TIMESTAMP=1513150215768 USER=2015011938 TASK=3 QUERY=死飞自行车购买 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,88,2,5,7,0,89.643,1,3,148,3,1,22,2,0,0,0,0,180,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,214.945,755.279,2,-20.367,-10.1835,110.01,2,1,2,1,0.658072586,0.891474357,0.891474357,0.817874758,0.942194576,0.942194576,8.5,11.51473591,11.51473591,8.5,9.792029674,9.792029674,0.666666667,0.75,0.75,0.666666667,0.75,0.75,1,1,0,1.5,北京海淀区死飞自行车购买,0,0.583333333,2,2,1,1,3,1,1,0.666666667,0.666666667,73.34,73.34
173,262,2015011938,3,死飞自行车,4,TIMESTAMP=1513150407495 USER=2015011938 TASK=3 QUERY=死飞自行车 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,88,1,6,5,1,183.327,1,2,47,2,0,4,1,0,1,0,0,58,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,214.945,755.279,1,-4.803,-4.803,188.13,0,0,0,0,0.361531611,0.550868242,0.709943467,0.417511385,0.572211779,0.692154188,5.392789261,9.568083589,14.02364308,5.392789261,8.794377974,11.33340311,0.666666667,0.8,0.8,0.666666667,0.8,0.8,0,0,0,0,死飞自行车购买,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0
145,234,2015011938,4, 国际航班允许行李的重量和体积限制,5,TIMESTAMP=1513147039742 USER=2015011938 TASK=4 QUERY= 国际航班允许行李的重量和体积限制 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,79,3,1,17,1,538.508,1,4,174,4,0,20,3,48,1,0,0,255,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,557.51,557.51,3,-31.011,-10.337,569.519,3,3,3,3,0.830810337,0.877722134,0.946893864,0.830810337,0.802747804,0.925742289,12.39278926,18.11549482,26.68600351,12.39278926,16.56808359,23.00134916,1,1,1,1,1,1,2,2,0,1,,1,0,2.666666667,2.666666667,1,1,2,1,1,1.5,1.5,854.2785,854.2785
174,265,2015011938,7, 戒烟的好处,5,TIMESTAMP=1513150521526 USER=2015011938 TASK=7 QUERY= 戒烟的好处 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,91,3,1,6,0,37.477,1,4,95,4,1,14,3,0,0,0,0,122,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43.5,221.748,3,-14.682,-4.894,52.159,3,2,2,2,0.746215505,0.816583202,0.929244732,0.746215505,0.816583202,0.918404779,11.13092975,16.85363531,25.99588306,11.13092975,16.85363531,23.30919481,1,1,0.9,1,1,0.9,2,2,0,1.333333333,,1,0,2.333333333,2,1,0.666666667,3,1,0.666666667,1,0.666666667,52.159,34.77266667
175,267,2015011938,7, 戒烟的副作用,4,TIMESTAMP=1513150605767 USER=2015011938 TASK=7 QUERY= 戒烟的副作用 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,91,3,2,7,0,72.773,1,4,102,4,1,16,3,0,0,0,0,131,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43.5,221.748,3,-12.995,-4.331666667,85.768,3,2,3,2,0.640366253,0.845731438,0.875189995,0.511576142,0.587920021,0.814544693,7.630929754,10.76957596,11.74818131,7.630929754,10.76957596,15.48257027,0.666666667,0.8,0.7,0.666666667,0.8,0.7,1,2,0,2.333333333, 戒烟的好处,0.333333333,0.444444444,2.333333333,2.333333333,1,1,4,1,1,0.75,0.75,64.326,64.326
178,270,2015011938,7, 戒烟的有效方式,4,TIMESTAMP=1513150699774 USER=2015011938 TASK=7 QUERY= 戒烟的有效方式 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,91,3,3,8,1,82.212,1,4,85,4,0,12,3,0,1,0,0,110,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43.5,221.748,3,-7.777,-2.592333333,89.989,3,3,3,3,0.865920364,0.886061309,0.948737972,0.865920364,0.886061309,0.948737972,12.91650828,16.9165076,21.25917703,12.91650828,16.9165076,21.25917703,1,1,0.9,1,1,0.9,2,2,0,1.666666667, 戒烟的副作用,0.363636364,0.363636364,2.666666667,2.666666667,1,1,3,1,1,1,1,89.989,89.989
159,248,2015011938,8, 谷歌眼镜的功能,4,TIMESTAMP=1513149441812 USER=2015011938 TASK=8 QUERY= 谷歌眼镜的功能 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,86,3,1,8,0,582.992,1,6,333,6,1,52,5,35,0,0,0,439,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,601.57,696.329,5,-28.763,-5.7526,611.755,4,3,4,2,0.530721274,0.535638352,0.788539807,0.396641638,0.438735436,0.721575897,7.916508275,11.05515448,21.06459671,5.916508275,9.055154484,16.34922394,0.666666667,0.8,0.9,0.666666667,0.8,0.9,1,1,3,5,,1,0,1.8,1.6,0.8,0.8,9,0.8,0.8,0.444444444,0.444444444,271.8911111,271.8911111
162,251,2015011938,8, 谷歌眼镜的售价,4,TIMESTAMP=1513149536571 USER=2015011938 TASK=8 QUERY= 谷歌眼镜的售价 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=4,1.51E+12,1,86,3,2,8,1,80.709,1,3,127,3,0,20,2,0,1,0,0,157,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,601.57,696.329,2,-27.498,-13.749,108.207,2,2,2,2,1,1,1,1,1,1,14.91650828,20.63921383,31.80491537,14.91650828,20.63921383,30.64865606,1,1,1,1,1,1,2,2,0,1.5, 谷歌眼镜的功能,0.2,0.6,2.5,2.5,1,1,2,1,1,1,1,108.207,108.207
190,282,2015011938,10,iphone6大陆售价,5,TIMESTAMP=1513152369752 USER=2015011938 TASK=10 QUERY= iphone6大陆售价 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,98,3,1,12,0,58.448,1,2,78,2,1,8,1,0,0,0,0,93,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62.663,596.546,1,-21.112,-21.112,79.56,1,1,1,1,1,0.799824227,0.958673012,0.746215505,0.666367917,0.885700081,14.91650828,16.50774325,27.67344479,11.13092975,12.72216473,20.10265823,1,1,1,1,1,1,0,0,0,0,,1,0,3,3,1,1,0,1,1,0,0,0,0
191,283,2015011938,10,港版 iphone6支持大陆运营商吗,5,TIMESTAMP=1513152458670 USER=2015011938 TASK=10 QUERY=港版 iphone6支持大陆运营商吗 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,98,3,2,18,0,83.201,1,2,165,2,1,30,1,0,0,0,0,202,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62.663,596.546,1,-23.282,-23.282,106.483,1,1,1,1,0.629499055,0.61311083,0.852862096,0.629499055,0.61311083,0.852862096,8.130929754,9.422959428,14.82917904,8.130929754,9.422959428,14.82917904,1,0.8,0.9,1,0.8,0.9,1,1,0,3,iphone6大陆售价,0.4,0.5,2,2,1,1,3,1,1,0.333333333,0.333333333,35.49433333,35.49433333
192,284,2015011938,10,港版 iphone6缴纳关税,5,TIMESTAMP=1513152631430 USER=2015011938 TASK=10 QUERY=港版 iphone6缴纳关税 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,98,3,3,14,0,163.741,1,2,100,2,1,6,1,0,0,0,0,113,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62.663,596.546,1,-45.09,-45.09,208.831,1,1,1,1,0.545096051,0.509232414,0.836574201,0.545096051,0.43356589,0.82435641,8.130929754,9.722164733,17.6602925,8.130929754,8.948459119,18.09070687,1,1,0.9,1,1,0.9,0,0,0,0,港版 iphone6支持大陆运营商吗,0.181818182,0.454545455,2,2,1,1,0,1,1,0,0,0,0
193,286,2015011938,10,如何在香港买iphone6,5,TIMESTAMP=1513152736478 USER=2015011938 TASK=10 QUERY=如何在香港买iphone6 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,98,3,4,13,0,96.503,1,3,128,3,1,46,2,73,0,0,0,257,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62.663,596.546,2,-35.497,-17.7485,132,2,2,2,2,1,0.916532372,0.976370972,1,0.916532372,0.976370972,14.91650828,18.9165076,26.0822099,14.91650828,18.9165076,26.0822099,1,1,0.9,1,1,0.9,0,1,0,2,港版 iphone6缴纳关税,0.263157895,0.421052632,3,3,1,1,4,1,1,0.5,0.5,66,66
194,288,2015011938,10,在香港买iphone6用缴纳关税吗,5,TIMESTAMP=1513152903635 USER=2015011938 TASK=10 QUERY=在香港买iphone6用缴纳关税吗 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,98,3,5,17,1,159.168,1,4,81,4,0,14,3,0,1,0,0,108,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62.663,596.546,3,-15.536,-5.178666667,174.704,3,3,3,3,0.746215505,0.733115573,0.885333664,0.746215505,0.670958762,0.864790271,11.13092975,15.13092908,22.46984697,11.13092975,12.80981224,18.25594087,1,1,0.9,1,1,0.9,2,2,0,1.666666667,如何在香港买iphone6,0.315789474,0.578947368,2.333333333,2.333333333,1,1,3,1,1,1,1,174.704,174.704
179,271,2015011938,11, 清华大学游泳馆,1,TIMESTAMP=1513150866300 USER=2015011938 TASK=11 QUERY= 清华大学游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,93,2,1,8,0,8.343,1,1,38,1,1,0,0,0,0,0,0,42,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,222.641,222.641,0,-7.613,0,15.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,29,0,0,0,0,0,0
180,272,2015011938,11, 清华大学道明游泳馆,5,TIMESTAMP=1513150882116 USER=2015011938 TASK=11 QUERY= 清华大学道明游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,93,3,2,10,0,9.73,1,1,27,1,1,8,0,0,0,0,0,39,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,222.641,222.641,0,-7.858,0,17.588,0,0,0,0,0.765360637,0.574013377,0.879959184,0.765360637,0.620537782,0.881391108,11.41650828,11.84718483,18.76843328,11.41650828,11.84718483,17.43509994,0.666666667,0.6,0.7,0.666666667,0.6,0.7,0,0,0,, 清华大学游泳馆,0.2,0.8,0,0,0,0,29,0,0,0,0,0,0
182,274,2015011938,11, 清华大学陈明游泳馆,5,TIMESTAMP=1513151073955 USER=2015011938 TASK=11 QUERY= 清华大学陈明游泳馆 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=5,1.51E+12,1,93,3,3,10,1,176.369,1,5,202,5,0,32,4,31,1,0,0,281,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,222.641,222.641,4,-25.541,-6.38525,201.91,3,1,3,2,0.530721274,0.446167089,0.766295911,0.361531611,0.323889223,0.705762189,7.916508275,9.208537949,19.21798018,5.392789261,6.684818935,16.69426116,0.666666667,0.6,0.8,0.666666667,0.6,0.8,3,4,0,2.5, 清华大学道明游泳馆,0.090909091,0.818181818,1.666666667,2,0.75,0.75,4,0.75,0.75,0.75,0.75,151.4325,151.4325
186,278,2015011938,12, 辽宁舰,3,TIMESTAMP=1513151699282 USER=2015011938 TASK=12 QUERY= 辽宁舰 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=3,1.51E+12,0,95,1,1,4,0,373.371,3,11,313,9,1,58,8,159,0,0,2,564,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,392.708,444.596,8,283.716,35.4645,89.655,7,5,7,2,0.227451975,0.441659013,0.715115635,0.333333333,0.635688669,0.762252628,3.392789261,9.115494818,16.40956427,2.130929754,4.583517849,6.491613234,1,1,1,1,1,0.9,0,0,2,3.5,,1,0,2.428571429,1.285714286,0.875,0.875,18,0.875,0.875,0.388888889,0.388888889,34.86583333,34.86583333
187,279,2015011938,12, 辽宁舰基本信息,1,TIMESTAMP=1513151751170 USER=2015011938 TASK=12 QUERY= 辽宁舰基本信息 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,95,2,2,8,0,41.593,1,6,189,6,1,50,5,41,0,0,0,299,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1.51E+12,392.708,444.596,5,-25.204,-5.0408,66.797,3,1,3,1,0.493700933,0.59036941,0.766568377,0.493700933,0.523313916,0.739524035,5.130929754,7.583517849,11.6157278,5.130929754,6.722164733,10.46530985,1,1,1,1,1,0.9,2,4,0,2.4, 辽宁舰,0.5,0.5,1.333333333,1.333333333,0.6,0.6,5,0.6,0.6,0.6,0.6,40.0782,40.0782
188,280,2015011938,12, 辽宁舰的优势与劣势,1,TIMESTAMP=1513151783306 USER=2015011938 TASK=12 QUERY= 辽宁舰的优势与劣势 ACTION=QUERY_SATISFACTION_ANNOTATION INFO: score=1,1.51E+12,0,95,3,3,10,1,26.893,1,1,144,1,0,24,0,44,1,0,0,216,1.51E+12,1.51E+12,,,1.51E+12,1.51E+12,392.708,444.596,0,-25.918,0,52.811,0,0,0,0,0.463581994,0.429297617,0.650654601,0.463581994,0.429297617,0.650654601,2.5,2.5,3.789064826,2.5,2.5,3.789064826,0.666666667,0.4,0.4,0.666666667,0.4,0.4,0,0,0,, 辽宁舰基本信息,0.384615385,0.307692308,0,0,0,0,29,0,0,0,0,0,0
